Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
32,"M Ostanin, R Yagfarov, A Klimchik","Interactive robots control using mixed reality",2019,"IFAC-PapersOnLine","Elsevier","https://www.sciencedirect.com/science/article/pii/S2405896319312613","https://scholar.google.com/scholar?cites=1739190867259796730&as_sdt=2005&sciodt=0,5&hl=en",213,"2023-12-13 12:37:33","","","","",,,,,32,8.00,11,3,4,"The paper presents a mixed reality-based approach for interactive control of robotic manipulators and mobile platforms. In particular, we designed an interactive and understandable …","https://www.researchgate.net/profile/Rauf-Yagfarov/publication/338172175_Interactive_Robots_Control_Using_Mixed_Reality/links/5e257d09458515ba20968e1b/Interactive-Robots-Control-Using-Mixed-Reality.pdf","https://scholar.google.com/scholar?q=related:-qyfD-HYIhgJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"D Johnson, D Damian, G Tzanetakis","Evaluating the effectiveness of mixed reality music instrument learning with the theremin",2020,"Virtual Reality","Springer","https://link.springer.com/article/10.1007/s10055-019-00388-8","https://scholar.google.com/scholar?cites=3576209412451761750&as_sdt=2005&sciodt=0,5&hl=en",280,"2023-12-13 12:37:33","HTML","10.1007/s10055-019-00388-8","","",,,,,32,10.67,11,3,3,"… In this paper, we study CAMIT for mixed reality (MR) by developing MR:emin, an immersive MR music learning environment for the theremin, an electronic music instrument that is …","https://link.springer.com/article/10.1007/s10055-019-00388-8","https://scholar.google.com/scholar?q=related:Vn6YV4M_oTEJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"S Wish-Baratz, AR Crofton, J Gutierrez…","Assessment of mixed-reality technology use in remote online anatomy education",2020,"JAMA Network …","jamanetwork.com","https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2770727","https://scholar.google.com/scholar?cites=1221890052155708278&as_sdt=2005&sciodt=0,5&hl=en",360,"2023-12-13 12:37:33","","","","",,,,,32,10.67,8,4,3,"The coronavirus disease 2019 (COVID-19) pandemic has presented challenges for education worldwide, especially in medical schools that rely on cadaver-based dissection for …","https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2770727","https://scholar.google.com/scholar?q=related:dhNTUYcG9RAJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"E Kucera, O Haffner…","Interactive and virtual/mixed reality applications for mechatronics education developed in unity engine",2018,"2018 Cybernetics & …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8337533/","https://scholar.google.com/scholar?cites=10303119790863770704&as_sdt=2005&sciodt=0,5&hl=en",434,"2023-12-13 12:37:33","","","","",,,,,32,6.40,11,3,5,"… new segment of mixed reality (formerly Microsoft Holographic Platform). Mixed reality has … Within the area of virtual and mixed reality, the Microsoft HoloLens Mixed Reality Headset …","https://ieeexplore.ieee.org/iel7/8331803/8337525/08337533.pdf","https://scholar.google.com/scholar?q=related:UGS7jNwI_I4J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"A Javaux, D Bouget, C Gruijthuijsen…","A mixed-reality surgical trainer with comprehensive sensing for fetal laser minimally invasive surgery",2018,"International journal of …","Springer","https://link.springer.com/article/10.1007/s11548-018-1822-7","https://scholar.google.com/scholar?cites=16956864672404691933&as_sdt=2005&sciodt=0,5&hl=en",650,"2023-12-13 12:37:33","HTML","10.1007/s11548-018-1822-7","","",,,,,32,6.40,8,4,5,"… novel mixed-reality surgical trainer equipped with comprehensive sensing for TTTS procedures. The proposed trainer combines the benefits of box trainer technology and virtual reality …","https://link.springer.com/article/10.1007/s11548-018-1822-7","https://scholar.google.com/scholar?q=related:3VsNB5TiUusJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"KH Cho, FA Papay, J Yanof, K West, BB Gharb…","Mixed reality and 3D printed models for planning and execution of face transplantation",2021,"Annals of …","journals.lww.com","https://journals.lww.com/annalsofsurgery/fulltext/2021/12000/Mixed_Reality_and_3D_Printed_Models_for_Planning.426.aspx","https://scholar.google.com/scholar?cites=4661106594481245610&as_sdt=2005&sciodt=0,5&hl=en",666,"2023-12-13 12:37:33","","","","",,,,,32,16.00,5,6,2,"Objective: The aim of this study was to evaluate a novel holographic craniofacial surgical planning application and its implementation throughout the planning and operative stages of …","https://www.researchgate.net/profile/Ki-Hyun-Cho/publication/340250470_Mixed_Reality_and_3D_Printed_Models_for_Planning_and_Execution_of_Face_Transplantation/links/62be9c42d53e0b7114c0145e/Mixed-Reality-and-3D-Printed-Models-for-Planning-and-Execution-of-Face-Transplantation.pdf","https://scholar.google.com/scholar?q=related:qg1JiMCTr0AJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"A Recupero, S Triberti, C Modesti, A Talamo","Mixed reality for cross-cultural integration: using positive technology to share experiences and promote communication",2018,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01223/full","https://scholar.google.com/scholar?cites=4539984912088109502&as_sdt=2005&sciodt=0,5&hl=en",737,"2023-12-13 12:37:33","HTML","10.3389/fpsyg.2018.01223","","",,,,,32,6.40,8,4,5,"… Addressing social connectedness, mixed reality can provide the medium to share the meanings people attach to places, people and cultures, and creating belonging in the receiving …","https://www.frontiersin.org/articles/10.3389/fpsyg.2018.01223/full","https://scholar.google.com/scholar?q=related:vhGlQjlEAT8J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"P Santos, A Stork, T Gierlinger, A Pagani…","Improve: An innovative application for collaborative mobile mixed reality design review",2007,"International Journal on …","Springer","https://link.springer.com/article/10.1007/s12008-007-0010-8","https://scholar.google.com/scholar?cites=4981528744234790147&as_sdt=2005&sciodt=0,5&hl=en",796,"2023-12-13 12:37:33","","10.1007/s12008-007-0010-8","","",,,,,32,2.00,6,5,16,"… 5 Mixed reality rendering techniques When performing realistic rendering in mixed reality environments our goal is to seamlessly integrate virtual objects into a real scene. This has to …","https://link.springer.com/content/pdf/10.1007/s12008-007-0010-8.pdf","https://scholar.google.com/scholar?q=related:Ay2D5v_xIUUJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"S Lee, M Wang, G Li, L Lu, Y Sulai, C Jang…","Foveated near-eye display for mixed reality using liquid crystal photonics",2020,"Scientific Reports","nature.com","https://www.nature.com/articles/s41598-020-72555-w","https://scholar.google.com/scholar?cites=4161463710808597188&as_sdt=2005&sciodt=0,5&hl=en",837,"2023-12-13 12:37:33","HTML","","","",,,,,32,10.67,5,7,3,"Foveated near-eye display is one of the most promising approaches to deliver immersive experience of mixed reality. However, it is challenged to conceive a compact optical system. …","https://www.nature.com/articles/s41598-020-72555-w","https://scholar.google.com/scholar?q=related:xOJsVDJ9wDkJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"D Kim, M Kim","Design of mixed reality based convergence edutainment system using cloud service",2015,"Journal of the Korea Convergence Society","koreascience.kr","https://koreascience.kr/article/JAKO201521839156034.page","https://scholar.google.com/scholar?cites=9380984622707147051&as_sdt=2005&sciodt=0,5&hl=en",913,"2023-12-13 12:37:33","","","","",,,,,32,4.00,16,2,8,"TOLED (Transparent, Organic Light Emitting Diodes) based edutainment system has been studied to solve the actual feeling training and educational experience problem of e-learning. …","https://koreascience.kr/article/JAKO201521839156034.pdf","https://scholar.google.com/scholar?q=related:K4Hcz8_zL4IJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"C Freschi, S Parrini, N Dinelli, M Ferrari…","Hybrid simulation using mixed reality for interventional ultrasound imaging training",2015,"International journal of …","Springer","https://link.springer.com/article/10.1007/s11548-014-1113-x","https://scholar.google.com/scholar?cites=10891275300434608538&as_sdt=2005&sciodt=0,5&hl=en",918,"2023-12-13 12:37:33","HTML","10.1007/s11548-014-1113-x","","",,,,,32,4.00,6,5,8,"… approach, based on real phantoms and virtual reality … of the human tissue, and virtual reality to provide the trainee with a more … of the effectiveness of mixed reality visualization on the …","https://link.springer.com/article/10.1007/s11548-014-1113-x","https://scholar.google.com/scholar?q=related:mgFkaS6VJZcJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
32,"M Roxas, T Hori, T Fukiage, Y Okamoto…","Occlusion handling using semantic segmentation and visibility-based rendering for mixed reality",2018,"… on Virtual Reality …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3281505.3281546","https://scholar.google.com/scholar?cites=2545571253262238092&as_sdt=2005&sciodt=0,5&hl=en",962,"2023-12-13 12:37:33","","10.1145/3281505.3281546","","",,,,,32,6.40,6,5,5,"… Real-time occlusion handling is a major problem in outdoor mixed reality system because it … In this paper, we propose a novel occlusion handling method for real-time mixed reality …","https://dl.acm.org/doi/pdf/10.1145/3281505.3281546","https://scholar.google.com/scholar?q=related:jEEkXZGvUyMJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"GK Lee, S Moshrefi, V Fuertes…","What is your reality? Virtual, augmented, and mixed reality in plastic surgery training, education, and practice",2021,"Plastic and …","journals.lww.com","https://journals.lww.com/plasreconsurg/Fulltext/2021/02000/What_Is_Your_Reality__Virtual,_Augmented,_and.39.aspx","https://scholar.google.com/scholar?cites=17959718414073517948&as_sdt=2005&sciodt=0,5&hl=en",266,"2023-12-13 12:37:33","","","","",,,,,31,15.50,8,4,2,"… Virtual reality and other technological advancements both inside and outside the operating … and ideas through virtual, augmented, and mixed reality tools offers a great opportunity to put …","","https://scholar.google.com/scholar?q=related:fNfkML68PfkJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"SL Ullo, P Piedimonte, F Leccese, E De Francesco","A step toward the standardization of maintenance and training services in C4I military systems with Mixed Reality application",2019,"Measurement","Elsevier","https://www.sciencedirect.com/science/article/pii/S026322411930154X","https://scholar.google.com/scholar?cites=9200595805140296662&as_sdt=2005&sciodt=0,5&hl=en",272,"2023-12-13 12:37:33","HTML","","","",,,,,31,7.75,8,4,4,"… of ITalian Air Force (ITAF) when Mixed Reality is applied. In order to understand the most … on Mixed Reality. It is worth to underline that the benefits of Augmented and Mixed Reality have …","https://www.sciencedirect.com/science/article/pii/S026322411930154X","https://scholar.google.com/scholar?q=related:1iNWTyMVr38J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"B Marr","Extended reality in practice: 100+ amazing ways virtual, augmented and mixed reality are changing business and Society",2021,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=WsonEAAAQBAJ&oi=fnd&pg=PR1&dq=mixed+reality&ots=AHhQc-nkP8&sig=vAzQeuE7rXGRSq943N1OnpbVO3w","https://scholar.google.com/scholar?cites=4481456466738465471&as_sdt=2005&sciodt=0,5&hl=en",537,"2023-12-13 12:37:33","BOOK","","","",,,,,31,15.50,31,1,2,"… XR is in fact an umbrella term for a range of immersive technologies, spanning the ones we already have today – virtual reality, augmented reality and mixed reality – plus those that are …","","https://scholar.google.com/scholar?q=related:v8pSqOlUMT4J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"W Si, X Liao, Y Qian, Q Wang","Mixed reality guided radiofrequency needle placement: a pilot study",2018,"Ieee Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8371236/","https://scholar.google.com/scholar?cites=15893243291080822680&as_sdt=2005&sciodt=0,5&hl=en",613,"2023-12-13 12:37:33","","","","",,,,,31,6.20,8,4,5,"… -based surgical guidance, to evaluate the validity of our mixed reality guidance for … our mixed reality guidance with the CT imaging guidance. The questionnaire about our mixed reality …","https://ieeexplore.ieee.org/iel7/6287639/6514899/08371236.pdf","https://scholar.google.com/scholar?q=related:mI-7NZEkkNwJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"J Bajana, D Francia, A Liverani…","Mobile tracking system and optical tracking integration for mobile mixed reality",2016,"International journal of …","inderscienceonline.com","https://www.inderscienceonline.com/doi/abs/10.1504/IJCAT.2016.073606","https://scholar.google.com/scholar?cites=11180181196280056008&as_sdt=2005&sciodt=0,5&hl=en",744,"2023-12-13 12:37:33","","10.1504/IJCAT.2016.073606","","",,,,,31,4.43,8,4,7,"Augmented Reality (AR) technology is becoming more available for everyday applications, providing advanced information about the observed objects. In this paper we present a …","https://www.researchgate.net/profile/Martin-Krajcovic/publication/288684354_Mobile_tracking_system_and_optical_tracking_integration_for_mobile_mixed_reality/links/613b39bb88dc1763ba95081d/Mobile-tracking-system-and-optical-tracking-integration-for-mobile-mixed-reality.pdf","https://scholar.google.com/scholar?q=related:yEjGGJD7J5sJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"C Loscos, HR Widenfeld, M Roussou…","The create project: Mixed reality for design, education, and cultural heritage with a constructivist approach",2003,"… Augmented Reality …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1240721/","https://scholar.google.com/scholar?cites=16558811126630934228&as_sdt=2005&sciodt=0,5&hl=en",798,"2023-12-13 12:37:33","","","","",,,,,31,1.55,8,4,20,"… The global scope of the CREATE project is to develop a mixed-reality framework that … paid to the evaluation of the resulting mixed reality experience. Through this approach, participants …","https://ieeexplore.ieee.org/iel5/8784/27815/01240721.pdf","https://scholar.google.com/scholar?q=related:1Gafwfy2zOUJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"R Freeman, A Steed, B Zhou","Rapid scene modelling, registration and specification for mixed reality systems",2005,"… of the ACM symposium on Virtual reality …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1101616.1101647","https://scholar.google.com/scholar?cites=5144457006618566682&as_sdt=2005&sciodt=0,5&hl=en",843,"2023-12-13 12:37:33","","10.1145/1101616.1101647","","",,,,,31,1.72,10,3,18,"… mixed reality system. Rather than build a single monolithic system, we briefly introduce our lightweight modelling tool, the Mixed-Reality … a Mixed Reality Modelling Language (MRML). …","https://dl.acm.org/doi/pdf/10.1145/1101616.1101647","https://scholar.google.com/scholar?q=related:GuDEGWTIZEcJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"JR Birt, MA Cowling","Assessing mobile mixed reality affordances as a comparative visualization pedagogy for design communication",2018,"Research in Learning Technology","research.bond.edu.au","https://research.bond.edu.au/en/publications/assessing-mobile-mixed-reality-affordances-as-a-comparative-visua","https://scholar.google.com/scholar?cites=14287701764244231650&as_sdt=2005&sciodt=0,5&hl=en",920,"2023-12-13 12:37:33","","","","",,,,,31,6.20,16,2,5,"… There is growing evidence that mixed reality visualisation improves learner outcomes, but … learner interpretation of comparative mobile mixed reality pedagogy. The aim of this study is to …","https://research.bond.edu.au/files/28830343/BIRT_COWLING_2018_RLT_AssessingMMRForDesignCommunication.pdf","https://scholar.google.com/scholar?q=related:4tV_Gg4dSMYJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"G Turini, S Condino, PD Parchi, RM Viglialoro…","A microsoft hololens mixed reality surgical simulator for patient-specific hip arthroplasty training",2018,"… Reality, Virtual Reality …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-95282-6_15","https://scholar.google.com/scholar?cites=10620028767783708080&as_sdt=2005&sciodt=0,5&hl=en",949,"2023-12-13 12:37:33","","10.1007/978-3-319-95282-6_15","","",,,,,31,6.20,6,5,5,"… -specific simulation with the implementation of wearable mixed reality functionalities. Our HA multimodal simulator based on mixed reality using the HoloLens is described by illustrating …","https://arpi.unipi.it/bitstream/11568/930558/2/Postprint_LNCS.pdf","https://scholar.google.com/scholar?q=related:sGUtoOXrYZMJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
31,"JE Fischer, W Jiang, A Kerne, C Greenhalgh…","Supporting team coordination on the ground: requirements from a mixed reality game",2014,"… 2014-Proceedings of …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-06498-7_4","https://scholar.google.com/scholar?cites=1956396214092643137&as_sdt=2005&sciodt=0,5&hl=en",996,"2023-12-13 12:37:33","","10.1007/978-3-319-06498-7_4","","",,,,,31,3.44,6,5,9,"… We adopt a serious-mixed reality games approach [10] to create a game probe that enables … in the play of pervasive or mixed-reality games [27]. Mixed-reality games bridge the physical …","http://www.cs.nott.ac.uk/~pszjf1/papers/COOP2014-Fischer-author-version.pdf","https://scholar.google.com/scholar?q=related:QTvpxP2DJhsJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"D Gasques Rodrigues, A Jain, SR Rick…","Exploring mixed reality in specialized surgical environments",2017,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3027063.3053273","https://scholar.google.com/scholar?cites=17017013739693871701&as_sdt=2005&sciodt=0,5&hl=en",150,"2023-12-13 12:37:33","","10.1145/3027063.3053273","","",,,,,30,5.00,8,4,6,"… in both Virtual Reality and Augmented Reality are creating … into the Reality-Virtuality Continuum, we find Mixed Reality - … In the medical field, Mixed Reality systems can overlay real-…","https://dl.acm.org/doi/pdf/10.1145/3027063.3053273","https://scholar.google.com/scholar?q=related:VRJlFNaTKOwJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"J Quarles, S Lampotang, I Fischler, P Fishwick…","Scaffolded learning with mixed reality",2009,"Computers & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0097849308001490","https://scholar.google.com/scholar?cites=7462285857277315791&as_sdt=2005&sciodt=0,5&hl=en",227,"2023-12-13 12:37:33","HTML","","","",,,,,30,2.14,6,5,14,"… This research focuses on how mixed reality (MR) can enable novel scaffolded learning approaches. Scaffolding is an educational process whereby educators gradually decrease …","https://www.sciencedirect.com/science/article/pii/S0097849308001490","https://scholar.google.com/scholar?q=related:z4pvR3Ndj2cJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"F Garzotto, E Torelli, F Vona…","HoloLearn: Learning through mixed reality for people with cognitive disability",2018,"… and Virtual Reality (AIVR …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8613661/","https://scholar.google.com/scholar?cites=15448399568590194635&as_sdt=2005&sciodt=0,5&hl=en",237,"2023-12-13 12:37:33","","","","",,,,,30,6.00,8,4,5,"… The goal of our research is to investigate the potential of wearable Mixed Reality (MR) applications to offer new forms of treatments for people with CD. Virtual Reality has been …","https://ieeexplore.ieee.org/iel7/8613255/8613619/08613661.pdf","https://scholar.google.com/scholar?q=related:y8cd-o69Y9YJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"V Nisi, M Dionisio, M Barreto, N Nunes","A Mixed Reality neighborhood tour: Understanding visitor experience and perceptions",2018,"Entertainment Computing","Elsevier","https://www.sciencedirect.com/science/article/pii/S1875952117300575","https://scholar.google.com/scholar?cites=10396003273247093827&as_sdt=2005&sciodt=0,5&hl=en",486,"2023-12-13 12:37:33","HTML","","","",,,,,30,6.00,8,4,5,"… The work presented in this article contributes to advancing the state of the art in designing Mixed Reality (MR) entertainment experiences by presenting and discussing Yasmine’s …","https://www.sciencedirect.com/science/article/pii/S1875952117300575","https://scholar.google.com/scholar?q=related:Q_SwieUFRpAJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"R Rouse","Media of attraction: a media archeology approach to panoramas, kinematography, mixed reality and beyond",2016,"Interactive Storytelling: 9th International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-48279-8_9","https://scholar.google.com/scholar?cites=5421744565453214957&as_sdt=2005&sciodt=0,5&hl=en",653,"2023-12-13 12:37:33","","10.1007/978-3-319-48279-8_9","","",,,,,30,4.29,30,1,7,"… , we can include mixed reality (MR) works in this larger category of media of attraction. MR includes a group of platforms and techniques, such as augmented reality, virtual reality, and …","https://www.researchgate.net/profile/Rebecca-Rouse/publication/309367043_Media_of_Attraction_A_Media_Archeology_Approach_to_Panoramas_Kinematography_Mixed_Reality_and_Beyond/links/5d0fe5c7458515c11cf2dfc5/Media-of-Attraction-A-Media-Archeology-Approach-to-Panoramas-Kinematography-Mixed-Reality-and-Beyond.pdf","https://scholar.google.com/scholar?q=related:7VS-5vTnPUsJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"F Okura, M Kanbara, N Yokoya","Mixed-reality world exploration using image-based rendering",2015,"Journal on Computing and Cultural …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2700428","https://scholar.google.com/scholar?cites=1292901560286409703&as_sdt=2005&sciodt=0,5&hl=en",800,"2023-12-13 12:37:33","","10.1145/2700428","","",,,,,30,3.75,10,3,8,"… This article describes a Mixed-Reality (MR) application that superimposes lost buildings of a historical site onto real scenes virtualized using spherical aerial images. The proposed …","https://dl.acm.org/doi/pdf/10.1145/2700428","https://scholar.google.com/scholar?q=related:53Nrdh5P8REJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"H Aoyama, Y Kimishima","Mixed reality system for evaluating designability and operability of information appliances",2009,"International Journal on Interactive Design and …","Springer","https://link.springer.com/article/10.1007/s12008-009-0070-z","https://scholar.google.com/scholar?cites=2253168422273120419&as_sdt=2005&sciodt=0,5&hl=en",819,"2023-12-13 12:37:33","","10.1007/s12008-009-0070-z","","",,,,,30,2.14,15,2,14,"… operability of products under development using mixed reality technology. With the proposed … the mixed space of virtual and real ones from the viewpoint of designability and operability. …","https://link.springer.com/content/pdf/10.1007/s12008-009-0070-z.pdf","https://scholar.google.com/scholar?q=related:o3i3BL7cRB8J:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"D Sonntag","Kognit: Intelligent cognitive enhancement technology by cognitive models and mixed reality for dementia patients",2015,"2015 AAAI Fall Symposium Series","cdn.aaai.org","https://cdn.aaai.org/ocs/11702/11702-51261-1-PB.pdf","https://scholar.google.com/scholar?cites=11546121369946818589&as_sdt=2005&sciodt=0,5&hl=en",908,"2023-12-13 12:37:33","PDF","","","",,,,,30,3.75,30,1,8,"… In this project, we enter the mixed reality realm for helping … Here, mixed reality refers to the merging of real and virtual … of cognitive models and mixed reality hardware for the patient. The …","https://cdn.aaai.org/ocs/11702/11702-51261-1-PB.pdf","https://scholar.google.com/scholar?q=related:HQg6RTYQPKAJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
30,"A Pietrabissa, L Morelli, M Ferrari, A Peri, V Ferrari…","Mixed reality for robotic treatment of a splenic artery aneurysm",2010,"Surgical …","Springer","https://link.springer.com/article/10.1007/s00464-009-0703-0","https://scholar.google.com/scholar?cites=221575782084018348&as_sdt=2005&sciodt=0,5&hl=en",946,"2023-12-13 12:37:33","","10.1007/s00464-009-0703-0","","",,,,,30,2.31,5,6,13,"Background Techniques of mixed reality can successfully be used in preoperative planning of laparoscopic and robotic procedures and to guide surgical dissection and enhance its …","","https://scholar.google.com/scholar?q=related:rIDy9f8xEwMJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
29,"D Sahija","Impact of IoT integration with mixed reality on manufacturing operations,""",2021,"Int. J. Res. Cult. Soc","osf.io","https://osf.io/download/63be02ebbdcfea0517b3fa82/","https://scholar.google.com/scholar?cites=17033137323763342299&as_sdt=2005&sciodt=0,5&hl=en",135,"2023-12-13 12:37:33","PDF","","","",,,,,29,14.50,29,1,2,"… These problems occur because of a lack of integration of mixed reality tools and IoT systems such as control systems, Scada, and industrial automation systems. Both mixed reality and …","https://osf.io/download/63be02ebbdcfea0517b3fa82/","https://scholar.google.com/scholar?q=related:25tciSbcYewJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
29,"AD Cheok, M Haller, ONN Fernando…","Mixed reality entertainment and art",2009,"… Journal of Virtual Reality","ijvr.eu","https://ijvr.eu/article/view/2729","https://scholar.google.com/scholar?cites=2641783563297331600&as_sdt=2005&sciodt=0,5&hl=en",238,"2023-12-13 12:37:33","","","","",,,,,29,2.07,7,4,14,"Social and physical interactions are new paradigms that outline the vision of the next generation of entertainment. We can provide these interactions through employment of …","https://ijvr.eu/article/download/2729/8787","https://scholar.google.com/scholar?q=related:kJnNbyeAqSQJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
29,"D Molero, S Schez-Sobrino, D Vallejo…","A novel approach to learning music and piano based on mixed reality and gamification",2021,"Multimedia Tools and …","Springer","https://link.springer.com/article/10.1007/s11042-020-09678-9","https://scholar.google.com/scholar?cites=3770611000770876740&as_sdt=2005&sciodt=0,5&hl=en",349,"2023-12-13 12:37:33","HTML","10.1007/s11042-020-09678-9","","",,,,,29,14.50,7,4,2,"… To face this challenge, in this work a novel approach based on mixed reality and gamification is … Thanks to the use of mixed reality, the usually steep learning curve for beginner students …","https://link.springer.com/article/10.1007/s11042-020-09678-9","https://scholar.google.com/scholar?q=related:RNUgR7rmUzQJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
29,"KH Sing, W Xie","Garden: A mixed reality experience combining virtual reality and 3D reconstruction",2016,"Proceedings of the 2016 CHI Conference Extended …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/2851581.2890370","https://scholar.google.com/scholar?cites=3990211012287457397&as_sdt=2005&sciodt=0,5&hl=en",351,"2023-12-13 12:37:33","","10.1145/2851581.2890370","","",,,,,29,4.14,15,2,7,"… Garden is a Mixed Reality (MR) experience that combines both Virtual Reality (VR) and Augmented Reality (AR), and lets players transform their environment into a virtual garden they …","https://dl.acm.org/doi/pdf/10.1145/2851581.2890370","https://scholar.google.com/scholar?q=related:deg-TsYTYDcJ:scholar.google.com/&scioq=intitle:mixed+intitle:reality&hl=en&as_sdt=0,5&as_ylo=2003&as_yhi=2023"
