Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
8,"AA Geraets, IL Nottolini, CM Doty, T Wan…","Preparing GTAs for active learning in the general chemistry lab: Development of an evidence-based rehearsal module for a mixed-reality teaching simulator",2021,"Journal of Science …","Springer","https://link.springer.com/article/10.1007/s10956-021-09923-2","https://scholar.google.com/scholar?cites=14163903837272174233&as_sdt=2005&sciodt=0,5&hl=en",45,"2023-12-13 11:24:03","HTML","10.1007/s10956-021-09923-2","","",,,,,8,4.00,2,5,2,"… This project illustrates the development of a chemistry rehearsal module and an exploratory study for testing its implementation in a mixed reality teaching simulator. The module …","https://link.springer.com/article/10.1007/s10956-021-09923-2","https://scholar.google.com/scholar?q=related:mW5mFX9LkMQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
8,"I Yeom, W Woo","Digital twin as a mixed reality platform for art exhibition curation",2021,"… IEEE conference on virtual reality and 3d user …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9419099/","https://scholar.google.com/scholar?cites=11284730714233090775&as_sdt=2005&sciodt=0,5&hl=en",60,"2023-12-13 11:24:03","","","","",,,,,8,4.00,4,2,2,"… We present a digital twin-based Mixed Reality platform for arts curators. Despite the rising presence of exhibitions in varying digital formats, the virtual engagement of arts curators has …","https://3dvar.com/Yeom2021Digital.pdf","https://scholar.google.com/scholar?q=related:17LNp8tqm5wJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
7,"P Liu, L Lu, S Liu, M Xie, J Zhang, T Huo, Y Xie…","Mixed reality assists the fight against COVID-19",2021,"Intelligent …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2667102621000115","https://scholar.google.com/scholar?cites=17437114828418834075&as_sdt=2005&sciodt=0,5&hl=en",23,"2023-12-13 11:24:03","HTML","","","",,,,,7,3.50,1,8,2,"Coronavirus disease 2019 (COVID-19) made a huge effect globally. With the assistance of mixed reality (MR) technology, complicated clinical works became easier to carry out and the …","https://www.sciencedirect.com/science/article/pii/S2667102621000115","https://scholar.google.com/scholar?q=related:m96Z94wT_fEJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
7,"TV Paredes, O Postolache, J Monge…","Gait rehabilitation system based on mixed reality",2021,"2021 Telecoms …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9435458/","https://scholar.google.com/scholar?cites=4572280680204716540&as_sdt=2005&sciodt=0,5&hl=en",47,"2023-12-13 11:24:03","","","","",,,,,7,3.50,2,4,2,"… realities define the polar ends of a spectrum known as the virtuality continuum. Most Augmented Reality (AR) and Virtual Reality (… subsets of the broader Mixed Reality (MR) spectrum. …","https://ieeexplore.ieee.org/iel7/9435429/9435422/09435458.pdf","https://scholar.google.com/scholar?q=related:_Mn7vA0BdD8J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
7,"KA Mills","Potentials and challenges of extended reality technologies for language learning",2022,"Anglistik","angl.winter-verlag.de","https://angl.winter-verlag.de/data/article/11069/pdf/92201013.pdf","https://scholar.google.com/scholar?cites=18340036425761870434&as_sdt=2005&sciodt=0,5&hl=en",117,"2023-12-13 11:24:03","PDF","","","",,,,,7,7.00,7,1,1,"… (XR) is a classification of technologies that includes virtual reality (VR), augmented reality (AR), mixed reality (MR) technologies, and future applications that combine virtual and real …","https://angl.winter-verlag.de/data/article/11069/pdf/92201013.pdf","https://scholar.google.com/scholar?q=related:YtJCpfXlhP4J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
7,"KM Stanney, JA Archer, A Skinner…","Performance gains from adaptive eXtended Reality training fueled by artificial intelligence",2022,"The Journal of …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/15485129211064809","https://scholar.google.com/scholar?cites=10742368460399090339&as_sdt=2005&sciodt=0,5&hl=en",167,"2023-12-13 11:24:03","","10.1177/15485129211064809","","",,,,,7,7.00,2,4,1,"… While virtual, augmented, and mixed reality technologies are being used for military medical training and beyond, these component technologies are oftentimes utilized in isolation. …","https://journals.sagepub.com/doi/pdf/10.1177/15485129211064809","https://scholar.google.com/scholar?q=related:o5pyADOPFJUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
6,"ZA Al-Sabbag, CM Yeum, S Narasimhan","Enabling human–machine collaboration in infrastructure inspections through mixed reality",2022,"Advanced Engineering …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1474034622001677","https://scholar.google.com/scholar?cites=15051709917189808444&as_sdt=2005&sciodt=0,5&hl=en",20,"2023-12-13 11:24:03","HTML","","","",,,,,6,6.00,2,3,1,"In this study, we propose a novel end-to-end system called Human–Machine Collaborative Inspection (HMCI) to enable collaboration between inspectors with Mixed Reality (MR) …","https://www.sciencedirect.com/science/article/pii/S1474034622001677","https://scholar.google.com/scholar?q=related:PKFSHGxq4tAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
6,"B David-John, D Hosfelt, K Butler, E Jain","Let's SOUP up XR: Collected thoughts from an IEEE VR workshop on privacy in mixed reality",2021,"… : Security for VR and VR for …","par.nsf.gov","https://par.nsf.gov/biblio/10354958","https://scholar.google.com/scholar?cites=1160281879102413109&as_sdt=2005&sciodt=0,5&hl=en",72,"2023-12-13 11:24:03","","","","",,,,,6,3.00,2,4,2,"… mixed-reality devices that are expected to be worn all day long in public spaces. Mixedreality … Mixed-reality displays are unique in that they could potentially modulate the appearance of …","https://par.nsf.gov/servlets/purl/10354958","https://scholar.google.com/scholar?q=related:Ndk4uzgmGhAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
5,"D Mourtzis, J Angelopoulos, N Panopoulos","Integration of Mixed Reality to CFD in Industry 4.0: A Manufacturing Design Paradigm",2022,"Procedia CIRP","Elsevier","https://www.sciencedirect.com/science/article/pii/S2212827122004061","https://scholar.google.com/scholar?cites=11951557564645167202&as_sdt=2005&sciodt=0,5&hl=en",26,"2023-12-13 11:24:03","","","","",,,,,5,5.00,2,3,1,"… of selected monitored values based on Mixed Reality (MR) and Computational Fluid … is extended to a workflow for the integration of Mixed Reality (MR) to the CFD simulation, in …","https://www.sciencedirect.com/science/article/pii/S2212827122004061/pdf?md5=69cdadb2ce24d75962c072f29d302135&pid=1-s2.0-S2212827122004061-main.pdf","https://scholar.google.com/scholar?q=related:YtBOcUh23KUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
5,"A Schäfer, G Reis, D Stricker","Anygesture: Arbitrary one-handed gestures for augmented, virtual, and mixed reality applications",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/12/4/1888","https://scholar.google.com/scholar?cites=569801102176849297&as_sdt=2005&sciodt=0,5&hl=en",42,"2023-12-13 11:24:03","HTML","","","",,,,,5,5.00,2,3,1,"Natural user interfaces based on hand gestures are becoming increasingly popular. The need for expensive hardware left a wide range of interaction possibilities that hand tracking …","https://www.mdpi.com/2076-3417/12/4/1888","https://scholar.google.com/scholar?q=related:kY3gXxVX6AcJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
5,"M Janeras, J Roca, JA Gili, O Pedraza, G Magnusson…","Using Mixed Reality for the Visualization and Dissemination of Complex 3D Models in Geosciences—Application to the Montserrat Massif (Spain)",2022,"Geosciences","mdpi.com","https://www.mdpi.com/2076-3263/12/10/370","https://scholar.google.com/scholar?cites=1807466755536396697&as_sdt=2005&sciodt=0,5&hl=en",49,"2023-12-13 11:24:03","","","","",,,,,5,5.00,1,6,1,"… The objective of this paper is to demonstrate the possibilities of extended reality (XR) for … of the design and functionalities of headset-type mixed reality (MR) devices, which allow the 3D …","https://www.mdpi.com/2076-3263/12/10/370/htm","https://scholar.google.com/scholar?q=related:mSETE3BpFRkJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
5,"R Schlagowski, K Gupta, S Mertes…","Jamming in MR: towards real-time music collaboration in mixed reality",2022,"… Reality and 3D User …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9757686/","https://scholar.google.com/scholar?cites=15208703700246655904&as_sdt=2005&sciodt=0,5&hl=en",69,"2023-12-13 11:24:03","","","","",,,,,5,5.00,1,4,1,"… Further, we gathered user requirements for a Mixed Reality system that enables real-time … users in Mixed Reality (MR) environments such as Augmented Reality (AR) or Virtual Reality (…","https://opus.bibliothek.uni-augsburg.de/opus4/files/95208/95208.pdf","https://scholar.google.com/scholar?q=related:oPNeq28rENMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
5,"V Petrov, M Gapeyenko, S Paris, A Marcano…","Standardization of extended reality (XR) over 5G and 5G-advanced 3GPP new radio",2022,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2203.02242","https://scholar.google.com/scholar?cites=2048501693349621856&as_sdt=2005&sciodt=0,5&hl=en",176,"2023-12-13 11:24:03","","","","",,,,,5,5.00,1,5,1,"… Extended Reality (XR) is one of the major innovations to be introduced in 5G/5G-Advanced communication systems. A combination of augmented reality, virtual reality, and mixed reality…","https://arxiv.org/pdf/2203.02242","https://scholar.google.com/scholar?q=related:YPDjyW-9bRwJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"S Real, A Araujo","VES: a mixed-reality development platform of navigation systems for blind and visually impaired",2021,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/21/18/6275","https://scholar.google.com/scholar?cites=16307764100972304268&as_sdt=2005&sciodt=0,5&hl=en",39,"2023-12-13 11:24:03","","","","",,,,,4,2.00,2,2,2,"Herein, we describe the Virtually Enhanced Senses (VES) system, a novel and highly configurable wireless sensor-actuator network conceived as a development and test-bench …","https://www.mdpi.com/1424-8220/21/18/6275/pdf","https://scholar.google.com/scholar?q=related:jFdSLwzRUOIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"F Chiossi, S Mayer","How Can Mixed Reality Benefit From Physiologically-Adaptive Systems? Challenges and Opportunities for Human Factors Applications",2023,"arXiv preprint arXiv:2303.17978","arxiv.org","https://arxiv.org/abs/2303.17978","https://scholar.google.com/scholar?cites=7306222530841712656&as_sdt=2005&sciodt=0,5&hl=en",50,"2023-12-13 11:24:03","","","","",,,,,4,4.00,2,2,1,"… Figure 1: This paper explores the limitations of current Mixed Reality (MR) experiences and how physiologically-adaptive systems can optimize interactions and enhance user …","https://arxiv.org/pdf/2303.17978","https://scholar.google.com/scholar?q=related:EJjGiK7qZGUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"A Brunzini, A Papetti, M Germani…","Mixed reality in medical simulation: a comprehensive design methodology",2021,"Proceedings of the Design …","cambridge.org","https://www.cambridge.org/core/journals/proceedings-of-the-design-society/article/mixed-reality-in-medical-simulation-a-comprehensive-design-methodology/F54B9CF3539A4ECA9AB345D2672CE0FC","https://scholar.google.com/scholar?cites=11405812525910940065&as_sdt=2005&sciodt=0,5&hl=en",52,"2023-12-13 11:24:03","","","","",,,,,4,2.00,1,4,2,"… use of highly sophisticated simulators and extended reality (XR) simulations allow training … and it has been applied to realize a mixed reality (MR) prototype for the simulation of the …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/F54B9CF3539A4ECA9AB345D2672CE0FC/S2732527X21004727a.pdf/mixed_reality_in_medical_simulation_a_comprehensive_design_methodology.pdf","https://scholar.google.com/scholar?q=related:oVmfzQ-WSZ4J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"M Nebeling","XR tools and where they are taking us: characterizing the evolving research on augmented, virtual, and mixed reality prototyping and development tools",2022,"XRDS: Crossroads, The ACM Magazine for Students","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3558192","https://scholar.google.com/scholar?cites=1313368252062127130&as_sdt=2005&sciodt=0,5&hl=en",59,"2023-12-13 11:24:03","","10.1145/3558192","","",,,,,4,4.00,4,1,1,"This article reviews the significant growth in XR tools research over the past few years. It first identifies key dimensions to consider when assessing XR tools, then presents trends in XR …","https://dl.acm.org/doi/pdf/10.1145/3558192","https://scholar.google.com/scholar?q=related:GlRwe3cFOhIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"AJ De Micheli, T Valentin, F Grillo…","Mixed Reality for an Enhanced Laboratory Course on Microfluidics",2022,"Journal of Chemical …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.jchemed.1c00979","https://scholar.google.com/scholar?cites=3422639367762438165&as_sdt=2005&sciodt=0,5&hl=en",61,"2023-12-13 11:24:03","","10.1021/acs.jchemed.1c00979","","",,,,,4,4.00,1,4,1,"… New learning paradigms that combine established principles from the learning sciences and mixed reality (MR) technologies may facilitate the understanding of microfluidics and help …","https://pubs.acs.org/doi/pdf/10.1021/acs.jchemed.1c00979","https://scholar.google.com/scholar?q=related:FWi__V6ofy8J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"A Brunzini, A Papetti, M Germani, P Barbadoro…","Mixed Reality Simulation for Medical Training: How It Affects Learners' Cognitive State",2021,"… Conference on Applied …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-79763-8_41","https://scholar.google.com/scholar?cites=15302775142958943855&as_sdt=2005&sciodt=0,5&hl=en",75,"2023-12-13 11:24:03","","10.1007/978-3-030-79763-8_41","","",,,,,4,2.00,1,5,2,"… to integrate manikins and augmented reality (AR), obtaining simulators in mixed reality (MR). … Many studies applied extended reality for helping learners in needle insertion [3,4,5]. Even …","","https://scholar.google.com/scholar?q=related:b86-OepgXtQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"J Potthast, V Grimm, J Rubart","Immersive experience of multidimensional data using mixed reality based scatterplots",2022,"Proceedings of Mensch und Computer …","dl.acm.org","https://dl.acm.org/doi/fullHtml/10.1145/3543758.3547515","https://scholar.google.com/scholar?cites=6948812823405540999&as_sdt=2005&sciodt=0,5&hl=en",79,"2023-12-13 11:24:03","HTML","10.1145/3543758.3547515","","",,,,,4,4.00,1,3,1,"… in the mixed reality case. … mixed reality [3]. The demonstrated prototype is supposed to tackle these discrepancies between desktop and mixed reality interactions, and offers mixed reality…","https://dl.acm.org/doi/fullHtml/10.1145/3543758.3547515","https://scholar.google.com/scholar?q=related:hzbETXIkb2AJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"M Kitagawa, M Sugimoto, A Umezawa…","Clinical benefit of mixed reality holographic cholangiography for image-guided laparoscopic cholecystectomy",2021,"Surgery and operating …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-8979-9_11","https://scholar.google.com/scholar?cites=13066352672570554051&as_sdt=2005&sciodt=0,5&hl=en",87,"2023-12-13 11:24:03","","10.1007/978-981-15-8979-9_11","","",,,,,4,2.00,1,4,2,"… Then, we have developed a virtual reality (VR)/mixed reality (MR) system to offer a noninvasive laparoscopic surgery as well as to minimize serious complications. We also performed …","","https://scholar.google.com/scholar?q=related:wzaL9oYCVbUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"S Siddhant, K Oka, S Nachamma","Extended reality for enhanced learning beyond the classroom: Three pandemic-proof prototypes",2022,"Proceedings of the International …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4026964","https://scholar.google.com/scholar?cites=162655470928406988&as_sdt=2005&sciodt=0,5&hl=en",145,"2023-12-13 11:24:03","","","","",,,,,4,4.00,1,3,1,"… , phones, and virtual/mixed reality headsets. However, the use of … move about using augmented reality technology. Learners use … PlantVR and PlantAR are mixed reality applications to …","https://drive.google.com/file/d/17lkF_eOaTrxXI0j2M-GogasIa8V7E93K/view","https://scholar.google.com/scholar?q=related:zCl2_UneQQIJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"A Genay, A Lécuyer, M Hachet","Virtual, real or mixed: How surrounding objects influence the sense of embodiment in optical see-through experiences?",2021,"Frontiers in Virtual Reality","frontiersin.org","https://www.frontiersin.org/articles/10.3389/frvir.2021.679902/full","https://scholar.google.com/scholar?cites=261393867752562225&as_sdt=2005&sciodt=0,5&hl=en",185,"2023-12-13 11:24:03","HTML","10.3389/frvir.2021.679902","","",,,,,4,2.00,1,3,2,"… This paper studies the sense of embodiment of virtual avatars in Mixed Reality (MR) environments visualized with an Optical See-Through display. We investigated whether the content …","https://www.frontiersin.org/articles/10.3389/frvir.2021.679902/full","https://scholar.google.com/scholar?q=related:MV7beVaooAMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
4,"G Lampropoulos","Augmented Reality and Artificial Intelligence in Education: Toward Immersive Intelligent Tutoring Systems",2023,"Augmented Reality and Artificial Intelligence: The …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-27166-3_8","https://scholar.google.com/scholar?cites=17739341947238421721&as_sdt=2005&sciodt=0,5&hl=en",189,"2023-12-13 11:24:03","","10.1007/978-3-031-27166-3_8","","",,,,,4,4.00,4,1,1,"… AR provides engaging, interactive and motivating mixed reality environments while AI offers personalized experiences. The aim of this chapter is to explore how the convergence of AI …","","https://scholar.google.com/scholar?q=related:2RRVkoPNLvYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"SMU Arif, M Brizzi, M Carli, F Battisti","Human reaction time in a mixed reality environment",2022,"Frontiers in Neuroscience","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fnins.2022.897240/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Neuroscience&id=897240","https://scholar.google.com/scholar?cites=10467956444106807062&as_sdt=2005&sciodt=0,5&hl=en",21,"2023-12-13 11:24:03","HTML","10.3389/fnins.2022.897240","","",,,,,3,3.00,1,4,1,"… Moreover, since a mixed reality application includes both … ways to interact with the mixed reality environment, such as … in the mixed reality environment as compared to 2D interfaces. …","https://www.frontiersin.org/articles/10.3389/fnins.2022.897240/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Neuroscience&id=897240","https://scholar.google.com/scholar?q=related:Flc_n-ymRZEJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"D Sonntag, O Bodensiek","How mixed reality shifts visual attention and success in experimental problem solving",2022,"Physical Review Physics Education Research","APS","https://journals.aps.org/prper/abstract/10.1103/PhysRevPhysEducRes.18.023101","https://scholar.google.com/scholar?cites=793704747521465701&as_sdt=2005&sciodt=0,5&hl=en",30,"2023-12-13 11:24:03","","10.1103/PhysRevPhysEducRes.18.023101","","",,,,,3,3.00,2,2,1,"While commercially available mixed-reality (MR) head-mounted devices are also increasingly used in education the impact of MR learning environments is mostly being evaluated with …","https://link.aps.org/pdf/10.1103/PhysRevPhysEducRes.18.023101","https://scholar.google.com/scholar?q=related:Zd2OPEPOAwsJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"CT Chang, E Rosen, TR Groechel…","Virtual, augmented, and mixed reality for HRI (VAM-HRI)",2022,"2022 17th ACM/IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9889655/","https://scholar.google.com/scholar?cites=940999850811489252&as_sdt=2005&sciodt=0,5&hl=en",31,"2023-12-13 11:24:03","","","","",,,,,3,3.00,1,4,1,"… in mixed reality, use of virtual reality for developing interactive robots, the design of augmented reality … for virtual and mixed reality in HRI, the investigations of mixed reality interfaces for …","https://ieeexplore.ieee.org/iel7/9889327/9889305/09889655.pdf","https://scholar.google.com/scholar?q=related:5HtQ8WAaDw0J:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"C Cox, B Hicks, J Gopsill","Improving Mixed-Reality Prototyping through a Classification and Characterisation of Fidelity",2022,"Proceedings of the Design Society","cambridge.org","https://www.cambridge.org/core/journals/proceedings-of-the-design-society/article/improving-mixedreality-prototyping-through-a-classification-and-characterisation-of-fidelity/0207DE9FA631E0225F40C540BFE40917","https://scholar.google.com/scholar?cites=3498057005577262402&as_sdt=2005&sciodt=0,5&hl=en",36,"2023-12-13 11:24:03","","","","",,,,,3,3.00,1,3,1,"… The past decade has seen a rise of Mixed Reality (MR) prototypes, where the tangibility and … This sliding scale of ʻdomain-sionalityʼ provides the opportunity to mix physicality and …","https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0207DE9FA631E0225F40C540BFE40917/S2732527X22000372a.pdf/improving_mixedreality_prototyping_through_a_classification_and_characterisation_of_fidelity.pdf","https://scholar.google.com/scholar?q=related:QtV_JVCYizAJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"Y Ham, DS Yang, Y Choi, JH Shin","The feasibility of mixed reality-based upper extremity self-training for patients with stroke—A pilot study",2022,"Frontiers in Neurology","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fneur.2022.994586/full","https://scholar.google.com/scholar?cites=364023381074125891&as_sdt=2005&sciodt=0,5&hl=en",44,"2023-12-13 11:24:03","HTML","10.3389/fneur.2022.994586","","",,,,,3,3.00,1,4,1,"Mixed reality (MR), which combines virtual reality and tangible objects, can be used for repetitive training by patients with stroke, allowing them to be immersed in a virtual environment …","https://www.frontiersin.org/articles/10.3389/fneur.2022.994586/full","https://scholar.google.com/scholar?q=related:QyTcHlZFDQUJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"C Portalés, J Gimeno, A Salvador…","Mixed Reality Annotation of Robotic-Assisted Surgery videos with real-time tracking and stereo matching",2023,"Computers & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0097849322002291","https://scholar.google.com/scholar?cites=16490609677358196474&as_sdt=2005&sciodt=0,5&hl=en",48,"2023-12-13 11:24:03","HTML","","","",,,,,3,3.00,1,4,1,"… Including virtual annotations in stereoscopic videos turns them into Mixed Reality (MR) … -rating method with an Oculus Quest 2 Virtual Reality device was performed, showing that the …","https://www.sciencedirect.com/science/article/pii/S0097849322002291","https://scholar.google.com/scholar?q=related:-uaNbCFq2uQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"X Cui, D Khan, Z He, Z Cheng","Fusing surveillance videos and three‐dimensional scene: A mixed reality system",2023,"Computer Animation and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/cav.2129","https://scholar.google.com/scholar?cites=4227155412417827668&as_sdt=2005&sciodt=0,5&hl=en",55,"2023-12-13 11:24:03","","10.1002/cav.2129","","",,,,,3,3.00,1,4,1,"… fusion and video recognition in the context of mixed reality and other real-time applications. … Their system not only helps in generic mixed reality application but also control the tunnel …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/cav.2129","https://scholar.google.com/scholar?q=related:VNOIf3PfqToJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"Y Buyruk, G Çağdaş","Interactive Parametric Design and Robotic Fabrication within Mixed Reality Environment",2022,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/12/24/12797","https://scholar.google.com/scholar?cites=17537485770129015217&as_sdt=2005&sciodt=0,5&hl=en",56,"2023-12-13 11:24:03","HTML","","","",,,,,3,3.00,2,2,1,"… , and integrated within a mixed reality environment, where … steps was created within a mixed-reality environment. The … spatial feedback provided by mixed reality are richer than the …","https://www.mdpi.com/2076-3417/12/24/12797","https://scholar.google.com/scholar?q=related:sQEC7mOqYfMJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"H Kase, J Nishizawa, K Tabata, K Takagi…","Spatial awareness application using mixed reality for 3D X-ray CT examination",2023,"Journal of …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1748-0221/18/03/P03032/meta","https://scholar.google.com/scholar?cites=9663635763409261911&as_sdt=2005&sciodt=0,5&hl=en",57,"2023-12-13 11:24:03","","10.1088/1748-0221/18/03/P03032","","",,,,,3,3.00,1,5,1,"… However, augmented reality, virtual reality, and mixed reality are emerging as alternatives … In addition, it proposes a pointing system using motion capture and a spatial reality display. …","https://iopscience.iop.org/article/10.1088/1748-0221/18/03/P03032/pdf","https://scholar.google.com/scholar?q=related:VxXF1IYhHIYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"R Vishkaie, T Seyed, CT Emmons…","Understanding mixed reality interactions in a children's museum exhibition",2022,"Educational Media …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09523987.2021.1989764","https://scholar.google.com/scholar?cites=296686952935553075&as_sdt=2005&sciodt=0,5&hl=en",62,"2023-12-13 11:24:03","","10.1080/09523987.2021.1989764","","",,,,,3,3.00,1,4,1,"Socializing and interaction are important aspects for families who visit museums. Mixed reality (MR) uses a set of technologies that museums employ to encourage this behavior, but …","","https://scholar.google.com/scholar?q=related:M3g3NzYLHgQJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
3,"T Gregory, J Gregory, C Dacheux…","Surgeon experience of mixed reality headset technology during the COVID-19 pandemic: a multicenter international case series in orthopedic surgery",2022,"… Surgery, Interventions, & …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9130665/","https://scholar.google.com/scholar?cites=12024190301497983313&as_sdt=2005&sciodt=0,5&hl=en",64,"2023-12-13 11:24:03","HTML","","","",,,,,3,3.00,1,4,1,"… Mixed reality (MR) is a type of reality technology that allows for a digital image to be both superimposed and controlled by the user on top of their normal visual field. Using MR headsets…","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9130665/","https://scholar.google.com/scholar?q=related:UQF8UF-B3qYJ:scholar.google.com/&scioq=mixed+reality&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2023"
